,reference_date,table,total_size
284120,2021-12-12,TAB000000,1375347
284121,2021-12-13,TAB000000,1419677
284122,2021-12-14,TAB000000,1434268
284123,2021-12-15,TAB000000,1463296
284124,2021-12-16,TAB000000,1514244
284125,2021-12-17,TAB000000,1545395
284126,2021-12-18,TAB000000,1602638
284127,2021-12-19,TAB000000,1640967
284129,2021-12-20,TAB000000,1603689
284130,2021-12-21,TAB000000,1610547
284131,2021-12-22,TAB000000,1642573
284132,2021-12-23,TAB000000,1683146
284133,2021-12-24,TAB000000,1666843
284134,2021-12-25,TAB000000,1724883
284135,2021-12-26,TAB000000,1735691
284136,2021-12-27,TAB000000,1736974
284137,2021-12-28,TAB000000,1749101
284138,2021-12-29,TAB000000,1763244
284140,2021-12-30,TAB000000,1773838
284141,2021-12-31,TAB000000,1745563
284390,2022-01-01,TAB000000,1765954
284401,2022-01-02,TAB000000,1778783
284412,2022-01-03,TAB000000,1795198
284415,2022-01-04,TAB000000,1812635
284416,2022-01-05,TAB000000,1820250
284417,2022-01-06,TAB000000,1844988
284418,2022-01-07,TAB000000,1855324
284419,2022-01-08,TAB000000,1837836
284420,2022-01-09,TAB000000,1834647
284391,2022-01-10,TAB000000,1823835
284392,2022-01-11,TAB000000,1819698
284393,2022-01-12,TAB000000,1795902
284394,2022-01-13,TAB000000,1795087
284395,2022-01-14,TAB000000,1782455
284396,2022-01-15,TAB000000,1763776
284397,2022-01-16,TAB000000,1737539
284398,2022-01-17,TAB000000,1695595
284399,2022-01-18,TAB000000,1671092
284400,2022-01-19,TAB000000,1640102
284402,2022-01-20,TAB000000,1607422
284403,2022-01-21,TAB000000,1578938
284404,2022-01-22,TAB000000,1539487
284405,2022-01-23,TAB000000,1505432
284406,2022-01-24,TAB000000,1481552
284407,2022-01-25,TAB000000,1454830
284408,2022-01-26,TAB000000,1433451
284409,2022-01-27,TAB000000,1408937
284410,2022-01-28,TAB000000,1388418
284411,2022-01-29,TAB000000,1362847
284413,2022-01-30,TAB000000,1336961
284414,2022-01-31,TAB000000,1337800
284513,2022-02-01,TAB000000,1305201
284524,2022-02-02,TAB000000,1277157
284534,2022-02-03,TAB000000,1252020
284535,2022-02-04,TAB000000,1201888
284536,2022-02-05,TAB000000,1182310
284537,2022-02-06,TAB000000,1158624
284538,2022-02-07,TAB000000,1138928
284539,2022-02-08,TAB000000,1117761
284540,2022-02-09,TAB000000,1094791
284514,2022-02-10,TAB000000,1078624
284515,2022-02-11,TAB000000,1050809
284516,2022-02-12,TAB000000,1039959
284517,2022-02-13,TAB000000,1022656
284518,2022-02-14,TAB000000,998345
284519,2022-02-15,TAB000000,984965
284520,2022-02-16,TAB000000,966363
284521,2022-02-17,TAB000000,948000
284522,2022-02-18,TAB000000,929826
284523,2022-02-19,TAB000000,911039
284525,2022-02-20,TAB000000,891845
284526,2022-02-21,TAB000000,875943
284527,2022-02-22,TAB000000,862035
284528,2022-02-23,TAB000000,847768
284529,2022-02-24,TAB000000,835528
284530,2022-02-25,TAB000000,826235
284531,2022-02-26,TAB000000,816999
284532,2022-02-27,TAB000000,807600
284533,2022-02-28,TAB000000,859403
284541,2022-03-01,TAB000000,844523
284552,2022-03-02,TAB000000,831072
284563,2022-03-03,TAB000000,833043
284566,2022-03-04,TAB000000,830115
284567,2022-03-05,TAB000000,819501
284568,2022-03-06,TAB000000,807262
284569,2022-03-07,TAB000000,802389
284570,2022-03-08,TAB000000,794637
284571,2022-03-09,TAB000000,777731
284542,2022-03-10,TAB000000,765215
284543,2022-03-11,TAB000000,735063
284544,2022-03-12,TAB000000,748003
284545,2022-03-13,TAB000000,736013
284546,2022-03-14,TAB000000,726236
284547,2022-03-15,TAB000000,722108
284548,2022-03-16,TAB000000,722114
284549,2022-03-17,TAB000000,720307
284550,2022-03-18,TAB000000,726128
284551,2022-03-19,TAB000000,721958
284553,2022-03-20,TAB000000,717027
284554,2022-03-21,TAB000000,717093
284555,2022-03-22,TAB000000,723048
284556,2022-03-23,TAB000000,717805
284557,2022-03-24,TAB000000,730905
284558,2022-03-25,TAB000000,732767
284559,2022-03-26,TAB000000,733551
284560,2022-03-27,TAB000000,731851
284561,2022-03-28,TAB000000,758424
284562,2022-03-29,TAB000000,743561
284564,2022-03-30,TAB000000,730980
284565,2022-03-31,TAB000000,671842
284572,2022-04-01,TAB000000,676793
284583,2022-04-02,TAB000000,673657
284594,2022-04-03,TAB000000,686314
284596,2022-04-04,TAB000000,666601
284597,2022-04-05,TAB000000,678192
284598,2022-04-06,TAB000000,693727
284599,2022-04-07,TAB000000,692114
284600,2022-04-08,TAB000000,708380
284601,2022-04-09,TAB000000,733362
284573,2022-04-10,TAB000000,743296
284574,2022-04-11,TAB000000,751029
284575,2022-04-12,TAB000000,747057
284576,2022-04-13,TAB000000,762008
284577,2022-04-14,TAB000000,772788
284578,2022-04-15,TAB000000,782607
284579,2022-04-16,TAB000000,793213
284580,2022-04-17,TAB000000,802258
284581,2022-04-18,TAB000000,810999
284582,2022-04-19,TAB000000,817511
284584,2022-04-20,TAB000000,829508
284585,2022-04-21,TAB000000,841624
284586,2022-04-22,TAB000000,857562
284587,2022-04-23,TAB000000,873207
284588,2022-04-24,TAB000000,883760
284589,2022-04-25,TAB000000,879983
284590,2022-04-26,TAB000000,892267
284591,2022-04-27,TAB000000,903181
284592,2022-04-28,TAB000000,920141
284593,2022-04-29,TAB000000,939179
284595,2022-04-30,TAB000000,968685
284602,2022-05-01,TAB000000,1009282
284613,2022-05-02,TAB000000,1018449
284624,2022-05-03,TAB000000,1027680
284627,2022-05-04,TAB000000,1051680
284628,2022-05-05,TAB000000,1070120
284629,2022-05-06,TAB000000,1088286
284630,2022-05-07,TAB000000,1099550
284631,2022-05-08,TAB000000,1104656
284632,2022-05-09,TAB000000,1099224
284603,2022-05-10,TAB000000,1100151
284604,2022-05-11,TAB000000,1105529
284605,2022-05-12,TAB000000,1096791
284606,2022-05-13,TAB000000,1104805
284607,2022-05-14,TAB000000,1111852
284608,2022-05-15,TAB000000,1109019
284609,2022-05-16,TAB000000,1107067
284610,2022-05-17,TAB000000,1110168
284611,2022-05-18,TAB000000,1115070
284612,2022-05-19,TAB000000,1128492
284614,2022-05-20,TAB000000,1138592
284615,2022-05-21,TAB000000,1142986
284616,2022-05-22,TAB000000,1149416
284617,2022-05-23,TAB000000,1154251
284618,2022-05-24,TAB000000,1160466
284619,2022-05-25,TAB000000,1189408
284620,2022-05-26,TAB000000,1210416
284621,2022-05-27,TAB000000,1224172
284622,2022-05-28,TAB000000,1256915
284623,2022-05-29,TAB000000,1248744
284625,2022-05-30,TAB000000,1270767
284626,2022-05-31,TAB000000,1230461
284633,2022-06-01,TAB000000,1252629
284644,2022-06-02,TAB000000,1266276
284655,2022-06-03,TAB000000,1282686
284657,2022-06-04,TAB000000,1278160
284658,2022-06-05,TAB000000,1276510
284659,2022-06-06,TAB000000,1274140
284660,2022-06-07,TAB000000,1267417
284661,2022-06-08,TAB000000,1277772
284662,2022-06-09,TAB000000,1286101
284634,2022-06-10,TAB000000,1298383
284635,2022-06-11,TAB000000,1301977
284636,2022-06-12,TAB000000,1311703
284637,2022-06-13,TAB000000,1315822
284638,2022-06-14,TAB000000,1326457
284639,2022-06-15,TAB000000,1334487
284640,2022-06-16,TAB000000,1357291
284641,2022-06-17,TAB000000,1382816
284642,2022-06-18,TAB000000,1396546
284643,2022-06-19,TAB000000,1412683
284645,2022-06-20,TAB000000,1429140
284646,2022-06-21,TAB000000,1440921
284647,2022-06-22,TAB000000,1457815
284648,2022-06-23,TAB000000,1475299
284649,2022-06-24,TAB000000,1493922
284650,2022-06-25,TAB000000,1498215
284651,2022-06-26,TAB000000,1509385
284652,2022-06-27,TAB000000,1522977
284653,2022-06-28,TAB000000,1538426
284654,2022-06-29,TAB000000,1557905
284656,2022-06-30,TAB000000,1632441
284663,2022-07-01,TAB000000,1683343
284674,2022-07-02,TAB000000,1703244
284685,2022-07-03,TAB000000,1716853
284688,2022-07-04,TAB000000,1737402
284689,2022-07-05,TAB000000,1757972
284690,2022-07-06,TAB000000,1793505
284691,2022-07-07,TAB000000,1830778
284692,2022-07-08,TAB000000,1778100
284693,2022-07-09,TAB000000,1831967
284664,2022-07-10,TAB000000,1843023
284665,2022-07-11,TAB000000,1853550
284666,2022-07-12,TAB000000,1829345
284667,2022-07-13,TAB000000,1873610
284668,2022-07-14,TAB000000,1883214
284669,2022-07-15,TAB000000,1900239
284670,2022-07-16,TAB000000,1918427
284671,2022-07-17,TAB000000,1919764
284672,2022-07-18,TAB000000,1910398
284673,2022-07-19,TAB000000,1912082
284675,2022-07-20,TAB000000,1910331
284676,2022-07-21,TAB000000,1911666
284677,2022-07-22,TAB000000,1907649
284678,2022-07-23,TAB000000,1898460
284679,2022-07-24,TAB000000,1886180
284680,2022-07-25,TAB000000,1878326
284681,2022-07-26,TAB000000,1864399
284682,2022-07-27,TAB000000,1858848
284683,2022-07-28,TAB000000,1859218
284684,2022-07-29,TAB000000,1839898
284686,2022-07-30,TAB000000,1831964
284687,2022-07-31,TAB000000,1723006
284694,2022-08-01,TAB000000,1696080
284705,2022-08-02,TAB000000,1678437
284716,2022-08-03,TAB000000,1660118
284719,2022-08-04,TAB000000,1634562
284720,2022-08-05,TAB000000,1389379
284721,2022-08-06,TAB000000,1360886
284722,2022-08-07,TAB000000,1342030
284723,2022-08-08,TAB000000,1321865
284724,2022-08-09,TAB000000,1315710
284695,2022-08-10,TAB000000,1312638
284696,2022-08-11,TAB000000,1301702
284697,2022-08-12,TAB000000,1296533
284698,2022-08-13,TAB000000,1271658
284699,2022-08-14,TAB000000,1255838
284700,2022-08-15,TAB000000,1240117
284701,2022-08-16,TAB000000,1229724
284702,2022-08-17,TAB000000,1224341
284703,2022-08-18,TAB000000,1219022
284704,2022-08-19,TAB000000,1210444
284706,2022-08-20,TAB000000,1197539
284707,2022-08-21,TAB000000,1188021
284708,2022-08-22,TAB000000,1181205
284709,2022-08-23,TAB000000,1179063
284710,2022-08-24,TAB000000,1175226
284711,2022-08-25,TAB000000,1170450
284712,2022-08-26,TAB000000,1173340
284713,2022-08-27,TAB000000,1163133
284714,2022-08-28,TAB000000,1161753
284715,2022-08-29,TAB000000,1148222
284717,2022-08-30,TAB000000,1155331
284718,2022-08-31,TAB000000,1173581
284725,2022-09-01,TAB000000,1170281
284736,2022-09-02,TAB000000,1172912
284747,2022-09-03,TAB000000,1167883
284749,2022-09-04,TAB000000,1165218
284750,2022-09-05,TAB000000,1164374
284751,2022-09-06,TAB000000,1159569
284752,2022-09-07,TAB000000,1162115
284753,2022-09-08,TAB000000,1168309
284754,2022-09-09,TAB000000,1167720
284726,2022-09-10,TAB000000,1154029
284727,2022-09-11,TAB000000,1151387
284728,2022-09-12,TAB000000,1146770
284729,2022-09-13,TAB000000,1151544
284730,2022-09-14,TAB000000,1152871
284731,2022-09-15,TAB000000,1156432
284732,2022-09-16,TAB000000,1159307
284733,2022-09-17,TAB000000,1162111
284734,2022-09-18,TAB000000,1155606
284735,2022-09-19,TAB000000,1161945
284737,2022-09-20,TAB000000,1169264
284738,2022-09-21,TAB000000,1173290
284739,2022-09-22,TAB000000,1182670
284740,2022-09-23,TAB000000,1193925
284741,2022-09-24,TAB000000,1194612
284742,2022-09-25,TAB000000,1197045
284743,2022-09-26,TAB000000,1197557
284744,2022-09-27,TAB000000,1197618
284745,2022-09-28,TAB000000,1208728
284746,2022-09-29,TAB000000,1220668
284748,2022-09-30,TAB000000,1256418
284421,2022-10-01,TAB000000,1284180
284432,2022-10-02,TAB000000,1299434
284443,2022-10-03,TAB000000,1314256
284446,2022-10-04,TAB000000,1337430
284447,2022-10-05,TAB000000,1372970
284448,2022-10-06,TAB000000,1398101
284449,2022-10-07,TAB000000,1344158
284450,2022-10-08,TAB000000,1348090
284451,2022-10-09,TAB000000,1353081
284422,2022-10-10,TAB000000,1349890
284423,2022-10-11,TAB000000,1359122
284424,2022-10-12,TAB000000,1369935
284425,2022-10-13,TAB000000,1378355
284426,2022-10-14,TAB000000,1392072
284427,2022-10-15,TAB000000,1388960
284428,2022-10-16,TAB000000,1390757
284429,2022-10-17,TAB000000,1399116
284430,2022-10-18,TAB000000,1407651
284431,2022-10-19,TAB000000,1426518
284433,2022-10-20,TAB000000,1442269
284434,2022-10-21,TAB000000,1448203
284435,2022-10-22,TAB000000,1448839
284436,2022-10-23,TAB000000,1445684
284437,2022-10-24,TAB000000,1445629
284438,2022-10-25,TAB000000,1450940
284439,2022-10-26,TAB000000,1473795
284440,2022-10-27,TAB000000,1493638
284441,2022-10-28,TAB000000,1508331
284442,2022-10-29,TAB000000,1502421
284444,2022-10-30,TAB000000,1504022
284445,2022-10-31,TAB000000,1457977
284452,2022-11-01,TAB000000,1460833
284463,2022-11-02,TAB000000,1460147
284474,2022-11-03,TAB000000,1478199
284476,2022-11-04,TAB000000,1484135
284477,2022-11-05,TAB000000,1477893
284478,2022-11-06,TAB000000,1474465
284479,2022-11-07,TAB000000,1478416
284480,2022-11-08,TAB000000,1476022
284481,2022-11-09,TAB000000,1472126
284453,2022-11-10,TAB000000,1473637
284454,2022-11-11,TAB000000,1472478
284455,2022-11-12,TAB000000,1469662
284456,2022-11-13,TAB000000,1462936
284457,2022-11-14,TAB000000,1456296
284458,2022-11-15,TAB000000,1457003
284459,2022-11-16,TAB000000,1468551
284460,2022-11-17,TAB000000,1477375
284461,2022-11-18,TAB000000,1481409
284462,2022-11-19,TAB000000,1481849
284464,2022-11-20,TAB000000,1483122
284465,2022-11-21,TAB000000,1482700
284466,2022-11-22,TAB000000,1491972
284467,2022-11-23,TAB000000,1506162
284468,2022-11-24,TAB000000,1523723
284469,2022-11-25,TAB000000,1533805
284470,2022-11-26,TAB000000,1530501
284471,2022-11-27,TAB000000,1526868
284472,2022-11-28,TAB000000,1534423
284473,2022-11-29,TAB000000,1541408
284475,2022-11-30,TAB000000,1579209
284482,2022-12-01,TAB000000,1608571
284493,2022-12-02,TAB000000,1621254
284504,2022-12-03,TAB000000,1633234
284507,2022-12-04,TAB000000,1632570
284508,2022-12-05,TAB000000,1637663
284509,2022-12-06,TAB000000,1644494
284510,2022-12-07,TAB000000,1680626
284511,2022-12-08,TAB000000,1706402
284512,2022-12-09,TAB000000,1725544
284483,2022-12-10,TAB000000,1737180
284484,2022-12-11,TAB000000,1746115
284485,2022-12-12,TAB000000,1755796
284486,2022-12-13,TAB000000,1764982
284487,2022-12-14,TAB000000,1780335
284488,2022-12-15,TAB000000,1799393
284489,2022-12-16,TAB000000,1808780
284490,2022-12-17,TAB000000,1817665
284491,2022-12-18,TAB000000,1806745
284492,2022-12-19,TAB000000,1826776
284494,2022-12-20,TAB000000,1839554
284495,2022-12-21,TAB000000,1859350
284496,2022-12-22,TAB000000,1888160
284497,2022-12-23,TAB000000,1886291
284498,2022-12-24,TAB000000,1877145
284499,2022-12-25,TAB000000,1868795
284500,2022-12-26,TAB000000,1870115
284501,2022-12-27,TAB000000,1874907
284502,2022-12-28,TAB000000,1891050
284503,2022-12-29,TAB000000,1903594
284505,2022-12-30,TAB000000,1930643
284506,2022-12-31,TAB000000,1877564
284755,2023-01-01,TAB000000,1868871
284766,2023-01-02,TAB000000,1873129
284777,2023-01-03,TAB000000,1886269
284780,2023-01-04,TAB000000,1885590
284781,2023-01-05,TAB000000,1887943
284782,2023-01-06,TAB000000,1891074
284783,2023-01-07,TAB000000,1877925
284784,2023-01-08,TAB000000,1842921
284785,2023-01-09,TAB000000,1824970
284756,2023-01-10,TAB000000,1812811
284757,2023-01-11,TAB000000,1800135
284758,2023-01-12,TAB000000,1788970
284759,2023-01-13,TAB000000,1779497
284760,2023-01-14,TAB000000,1754284
284761,2023-01-15,TAB000000,1740097
284762,2023-01-16,TAB000000,1723204
284763,2023-01-17,TAB000000,1712487
284764,2023-01-18,TAB000000,1698679
284765,2023-01-19,TAB000000,1671240
284767,2023-01-20,TAB000000,1642449
284768,2023-01-21,TAB000000,1618274
284769,2023-01-22,TAB000000,1579729
284770,2023-01-23,TAB000000,1562116
284771,2023-01-24,TAB000000,1549630
284772,2023-01-25,TAB000000,1535500
284773,2023-01-26,TAB000000,1513476
284774,2023-01-27,TAB000000,1492014
284775,2023-01-28,TAB000000,1464822
284776,2023-01-29,TAB000000,1438476
284778,2023-01-30,TAB000000,1403775
284779,2023-01-31,TAB000000,1397576
284786,2023-02-01,TAB000000,1377766
284797,2023-02-02,TAB000000,1350571
284807,2023-02-03,TAB000000,1320222
284808,2023-02-04,TAB000000,1292875
284809,2023-02-05,TAB000000,1267505
284810,2023-02-06,TAB000000,1237024
284811,2023-02-07,TAB000000,1214390
284812,2023-02-08,TAB000000,1194845
284813,2023-02-09,TAB000000,1179292
284787,2023-02-10,TAB000000,1164191
284788,2023-02-11,TAB000000,1147863
284789,2023-02-12,TAB000000,1124374
284790,2023-02-13,TAB000000,1110443
284791,2023-02-14,TAB000000,1096670
284792,2023-02-15,TAB000000,1087379
284793,2023-02-16,TAB000000,1077765
284794,2023-02-17,TAB000000,1066644
284795,2023-02-18,TAB000000,1053486
284796,2023-02-19,TAB000000,1044520
284798,2023-02-20,TAB000000,1034670
284799,2023-02-21,TAB000000,1030649
284800,2023-02-22,TAB000000,1027477
284801,2023-02-23,TAB000000,1031485
284802,2023-02-24,TAB000000,1031089
284803,2023-02-25,TAB000000,1027938
284804,2023-02-26,TAB000000,1020424
284805,2023-02-27,TAB000000,1006911
284806,2023-02-28,TAB000000,1075358
284814,2023-03-01,TAB000000,1081100
284825,2023-03-02,TAB000000,1075703
284828,2023-03-03,TAB000000,1078096
284829,2023-03-04,TAB000000,1076842
284830,2023-03-05,TAB000000,1079837
284831,2023-03-06,TAB000000,1081195
284832,2023-03-07,TAB000000,1079282
284833,2023-03-08,TAB000000,1092823
284834,2023-03-09,TAB000000,1086997
284815,2023-03-10,TAB000000,1083073
284816,2023-03-11,TAB000000,1073725
284817,2023-03-12,TAB000000,1068928
284818,2023-03-13,TAB000000,1069803
284819,2023-03-14,TAB000000,1076210
284820,2023-03-15,TAB000000,1075972
284821,2023-03-16,TAB000000,1080970
284822,2023-03-17,TAB000000,1083376
284823,2023-03-18,TAB000000,1080822
284824,2023-03-19,TAB000000,1073082
284826,2023-03-20,TAB000000,1072435
284827,2023-03-21,TAB000000,1079274
284835,2020-01-01,TAB000001,2431804
284846,2020-01-02,TAB000001,2420839
284857,2020-01-03,TAB000001,2405222
284860,2020-01-04,TAB000001,2390409
284861,2020-01-05,TAB000001,2379295
284862,2020-01-06,TAB000001,2368034
284863,2020-01-07,TAB000001,2365032
284864,2020-01-08,TAB000001,2352595
284865,2020-01-09,TAB000001,2334912
284836,2020-01-10,TAB000001,2324276
284837,2020-01-11,TAB000001,2306408
284838,2020-01-12,TAB000001,2285513
284839,2020-01-13,TAB000001,2274509
284840,2020-01-14,TAB000001,2265162
284841,2020-01-15,TAB000001,2256132
284842,2020-01-16,TAB000001,2246138
284843,2020-01-17,TAB000001,2234248
284844,2020-01-18,TAB000001,2218086
284845,2020-01-19,TAB000001,2206305
284847,2020-01-20,TAB000001,2194691
284848,2020-01-21,TAB000001,2185819
284849,2020-01-22,TAB000001,2183130
284850,2020-01-23,TAB000001,2180375
284851,2020-01-24,TAB000001,2161623
284852,2020-01-25,TAB000001,2157832
284853,2020-01-26,TAB000001,2146459
284854,2020-01-27,TAB000001,2140462
284855,2020-01-28,TAB000001,2132301
284856,2020-01-29,TAB000001,2123806
284858,2020-01-30,TAB000001,2115277
284859,2020-01-31,TAB000001,2118337
284960,2020-02-01,TAB000001,2116921
284971,2020-02-02,TAB000001,2110404
284982,2020-02-03,TAB000001,2078788
284983,2020-02-04,TAB000001,2076991
284984,2020-02-05,TAB000001,2075470
284985,2020-02-06,TAB000001,2079150
284986,2020-02-07,TAB000001,2071134
284987,2020-02-08,TAB000001,2073166
284988,2020-02-09,TAB000001,2069033
284961,2020-02-10,TAB000001,2073700
284962,2020-02-11,TAB000001,2062577
284963,2020-02-12,TAB000001,2067126
284964,2020-02-13,TAB000001,2066092
284965,2020-02-14,TAB000001,2065467
284966,2020-02-15,TAB000001,2069409
284967,2020-02-16,TAB000001,2066450
284968,2020-02-17,TAB000001,2064926
284969,2020-02-18,TAB000001,2071009
284970,2020-02-19,TAB000001,2068651
284972,2020-02-20,TAB000001,2067089
284973,2020-02-21,TAB000001,2065323
284974,2020-02-22,TAB000001,2062557
284975,2020-02-23,TAB000001,2061798
284976,2020-02-24,TAB000001,2064354
284977,2020-02-25,TAB000001,2065899
284978,2020-02-26,TAB000001,2073656
284979,2020-02-27,TAB000001,2086639
284980,2020-02-28,TAB000001,2082065
284981,2020-02-29,TAB000001,2073499
284989,2020-03-01,TAB000001,2086036
285000,2020-03-02,TAB000001,2096077
285010,2020-03-03,TAB000001,2112687
285013,2020-03-04,TAB000001,2133365
285014,2020-03-05,TAB000001,2142601
285015,2020-03-06,TAB000001,2160165
285016,2020-03-07,TAB000001,2172226
285017,2020-03-08,TAB000001,2183357
285018,2020-03-09,TAB000001,2207118
284990,2020-03-10,TAB000001,2244335
284991,2020-03-11,TAB000001,2269412
284992,2020-03-12,TAB000001,2303767
284993,2020-03-13,TAB000001,2322853
284994,2020-03-14,TAB000001,2336227
284995,2020-03-15,TAB000001,2350712
284996,2020-03-16,TAB000001,2375335
284997,2020-03-17,TAB000001,2394566
